validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-0.805405280546447,0.41657142857142854,1.8726675450663643,0.7701600000000001,0.5588799999999999,0.5087399999999999,0.46056,0.0,0.5619715575186112,0.0860227685056371,0.4262460718381885,0.09169678515718675,0.19476889916419574,0.20133471065438696,0.20551489940525244,german-credit,sklearn,DiCE-Ext,50
