validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,0.2981137110283349,0.6108571428571429,1.196121778589938,0.8900000000000001,0.47712000000000004,0.47584000000000004,0.45293999999999995,0.0,0.07570849983745404,0.05255329894010187,0.08546742458965616,0.03480792778570271,0.11381772753855533,0.11363104634683936,0.11710442052340488,german-credit,PYT,DiCE,50
