validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-6.890999999999999,0.022,11.299733325624468,0.9028,0.58168,0.58066,0.57562,0.0,0.5818596545528585,0.05816935163286381,0.2878395830850779,0.03696440648703528,0.038554197209240124,0.039621994510367485,0.03747755246511583,adult-income,TF2,DiCE-Ext,50
