validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-0.5087626984126983,0.13499999999999998,1.2094666757265726,0.8222733333333333,0.53386,0.52322,0.51326,0.0,0.6510285327798566,0.1715029600506138,0.7197613996994333,0.06571600032269691,0.1124577036135845,0.09091536544209339,0.07393372928867183,compas-recidivism,sklearn,DiCE-Ext,50
