validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-0.5613857142857142,0.4866666666666667,0.09999999999999999,4.299214285714286,0.93,0.8956,0.9392000000000001,0.9189999999999999,0.8848,0.0,0.1217589539095292,0.09454243282747846,0.13333333333333333,0.7954171775832841,0.14181364924121762,0.022187083329420914,0.06916775099551653,0.06992853494818836,0.054511568598886506,compas-recidivism,TF2,DiCE,10
