validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-0.026635714285714283,0.5966666666666667,0.675,0.1919047619047619,0.3683333333333333,0.8282999999999999,0.6013000000000001,0.576,0.5700999999999999,0.0,0.0352583548581267,0.06885303726590966,0.16072751268321592,0.31093937598901555,0.22311625713410232,0.04830240389693065,0.14359360090972795,0.1474102363398749,0.15000329626007855,compas-recidivism,sklearn,DiCE,10
