validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-0.09860443585718312,0.7461538461538462,0.5799999999999998,0.9041401849770404,0.5914285714285713,0.8736,0.5848,0.5856,0.585,0.0,0.019191063607113906,0.05242320076989967,0.05561448122154829,0.15531277745766428,0.05479295186149535,0.04584805824071991,0.0759689995253912,0.07755456860244346,0.037130400841718175,german-credit,TF2,DiCE,10
