validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
80.0,-1.1829538193996703,0.39916666666666667,0.14750000000000002,3.4916410987236377,0.655,0.5590666666666667,0.6377999999999999,0.6132,0.5791,29.814239699997195,1.0236350760830428,0.13979979070614332,0.1057053031361772,1.3512173606600035,0.2521573582771943,0.07869566320584258,0.11109935493362084,0.13348641212581233,0.14148376428253367,lending-club,PYT,DiCE,10
