validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-1.4915999999999998,0.25333333333333335,0.029999999999999992,10.664666666666665,0.825,0.9612,0.621,0.6291999999999999,0.6237,0.0,0.12340206293171305,0.09583937179043475,0.04830458915396478,0.37705551872042753,0.054006172486732146,0.016226179121681377,0.04314832300075842,0.03571118716717339,0.04052996148255977,adult-income,TF2,DiCE-Ext,10
