validity_mean,cont_prox_mean,cat_prox_mean,sparsity_mean,diversity_mean,cont_count_diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,cont_prox_sd,cat_prox_sd,sparsity_sd,diversity_sd,cont_count_diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-1.0786857142857145,0.3466666666666667,0.06999999999999999,7.527499999999999,0.835,0.9032000000000002,0.8301999999999999,0.8282999999999999,0.8276,0.0,0.19830849098405212,0.12090196007764843,0.12516655570345725,0.6239537501393233,0.08834905520465716,0.02413296500639739,0.08998246742807427,0.08553758108444369,0.07626445218230225,compas-recidivism,TF2,DiCE-Ext,10
