dataset,backend,method,lambda1,lambda2,lambda3,robustness_keep_rate_mean,div_cont_mad_mean,prox_cont_mad_negmean_mean,sparsity_cont_mean
lending-club,sklearn,DiCE-Ext,0.30138649046798016,0.420167205437253,0.19489008462344254,0.9777777777777779,21.36928612852797,-18.085809951050674,0.2
lending-club,sklearn,DiCE-Ext,0.1659983797444922,1.5304852121831465,0.1238513729886093,0.9555555555555555,13.129654023637551,-6.875458521814298,0.25
lending-club,sklearn,DiCE-Ext,0.28089151398126255,3.5033984911586877,0.24970737145052724,0.9111111111111111,19.68587408631428,-11.396170422371881,0.23333333333333334
lending-club,sklearn,DiCE-Ext,0.1659983797444922,7.18848093363432,0.7184032636581681,0.9333333333333332,29.189999975761065,-18.015717674431123,0.2666666666666667
lending-club,sklearn,DiCE-Ext,0.2327067708383781,2.8308141496998047,0.10235832435175114,0.9333333333333332,18.68296020939477,-12.286703231659846,0.3166666666666667
lending-club,sklearn,DiCE-Ext,2.607024758370768,0.7162786999897341,0.11241862095793062,0.9111111111111111,3.9903541201626593,-2.664845446632026,0.2833333333333334
lending-club,sklearn,DiCE-Ext,0.17345566642360938,0.20513382630874505,3.3233042062267937,0.9333333333333332,23.228437251564987,-15.283619013534368,0.2166666666666667
lending-club,sklearn,DiCE-Ext,3.5503048581283085,2.4663777473099753,6.161049539380966,0.9111111111111111,26.193284763448457,-13.605601231230816,0.18333333333333332
lending-club,sklearn,DiCE-Ext,5.685205190332095,3.0306601291651867,0.23102018878452935,0.9555555555555555,24.489649884641004,-18.31592504442249,0.21666666666666665
lending-club,sklearn,DiCE-Ext,0.13066739238053282,5.3994844097874335,0.10235832435175114,0.9111111111111111,4.833833990432977,-2.7915538935217894,0.2333333333333333
lending-club,sklearn,DiCE-Ext,4.156447611486068,4.170871302599373,5.42181428097565,0.9555555555555555,21.741341970440867,-16.2495971067561,0.2333333333333333
lending-club,sklearn,DiCE-Ext,1.1103647313054623,1.0070072316456573,0.11241862095793062,0.9333333333333332,27.395903355082936,-15.618758672221798,0.3
lending-club,sklearn,DiCE-Ext,1.994930919631834,0.6836314065022723,2.5347419619497633,0.9333333333333332,16.657162095709477,-8.913610742749428,0.21666666666666665
lending-club,sklearn,DiCE-Ext,3.5503048581283085,7.56829206016762,1.0968217207529523,0.888888888888889,23.66541220291635,-12.227961245108832,0.2
lending-club,sklearn,DiCE-Ext,0.5935682912014686,0.5638530127559434,0.1541572234890904,0.9777777777777779,18.347266911024565,-9.388555580351328,0.2333333333333333
lending-club,sklearn,DiCE-Ext,1.764396768338155,2.6698666742744606,1.4340367528772733,0.8444444444444443,13.145627369926668,-6.991577665314874,0.2833333333333334
lending-club,sklearn,DiCE-Ext,2.113705944064573,0.7162786999897341,0.11800069021089953,0.888888888888889,16.312887594937326,-8.744007854825725,0.3
lending-club,sklearn,DiCE-Ext,0.4253162363790871,7.56829206016762,6.161049539380966,0.9111111111111111,19.34742745542637,-11.255901637151021,0.15
