dataset,backend,method,lambda1,lambda2,lambda3,robustness_keep_rate_mean,div_cont_mad_mean,prox_cont_mad_negmean_mean,sparsity_cont_mean
compas-recidivism,sklearn,DiCE,0.5611516415334505,7.969454818643936,0.0,0.8,0.39714285714285713,-0.2704761904761905,0.8166666666666668
compas-recidivism,sklearn,DiCE,2.9106359131330697,1.5751320499779735,0.0,0.8444444444444444,0.14857142857142858,-0.07428571428571429,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.20513382630874505,0.2051110418843398,0.0,0.8333333333333334,0.3142857142857142,-0.2938095238095238,0.8000000000000002
compas-recidivism,sklearn,DiCE,0.13066739238053282,5.3994844097874335,0.0,0.8111111111111111,0.29523809523809524,-0.2538095238095238,0.8666666666666668
compas-recidivism,sklearn,DiCE,1.5930522616241019,2.607024758370768,0.0,0.8444444444444444,0.36571428571428577,-0.2861904761904762,0.8000000000000002
compas-recidivism,sklearn,DiCE,0.10994335574766201,8.706020878304859,0.0,0.8111111111111111,0.39999999999999997,-0.20952380952380953,0.8333333333333334
compas-recidivism,sklearn,DiCE,4.622589001020832,0.26587543983272705,0.0,0.8111111111111111,0.39999999999999997,-0.37047619047619046,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.23102018878452935,0.2327067708383781,0.0,0.8333333333333334,0.7157142857142856,-0.406904761904762,0.7500000000000002
compas-recidivism,sklearn,DiCE,0.4059611610484306,1.1207606211860568,0.0,0.7777777777777778,0.08571428571428572,-0.04285714285714286,0.7833333333333334
compas-recidivism,sklearn,DiCE,0.7309539835912913,0.38234752246751863,0.0,0.8444444444444444,0.4923809523809524,-0.2461904761904762,0.8666666666666668
compas-recidivism,sklearn,DiCE,1.6738085788752133,0.19010245319870356,0.0,0.7888888888888889,0.28952380952380957,-0.14952380952380953,0.8666666666666666
compas-recidivism,sklearn,DiCE,0.3839629299804172,0.5404103854647329,0.0,0.8333333333333334,0.4538095238095238,-0.2269047619047619,0.7500000000000002
compas-recidivism,sklearn,DiCE,0.8168455894760165,3.7183641805732095,0.0,0.7666666666666666,0.3238095238095239,-0.16190476190476194,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.2508115686045233,1.0677482709481354,0.0,0.8333333333333334,0.5704761904761904,-0.29,0.8000000000000002
compas-recidivism,sklearn,DiCE,1.5304852121831465,0.1238513729886093,0.0,0.7666666666666666,0.25999999999999995,-0.1395238095238095,0.8333333333333334
compas-recidivism,sklearn,DiCE,1.6409286730647923,0.2193048555664369,0.0,0.8333333333333334,0.30333333333333334,-0.15166666666666667,0.7500000000000002
compas-recidivism,sklearn,DiCE,0.1349283426801325,7.902619549708233,0.0,0.7555555555555555,0.4519047619047619,-0.22595238095238096,0.8166666666666667
compas-recidivism,sklearn,DiCE,8.536189862866832,4.138040112561017,0.0,0.7888888888888889,0.4404761904761904,-0.2202380952380952,0.85
compas-recidivism,sklearn,DiCE,0.4066563313514795,0.1567993391672301,0.0,0.8333333333333334,0.2419047619047619,-0.16285714285714284,0.8000000000000002
compas-recidivism,sklearn,DiCE,2.3359635026261603,0.7591104805282696,0.0,0.8,0.4595238095238095,-0.23452380952380952,0.7500000000000002
compas-recidivism,sklearn,DiCE,0.17541893487450796,0.978033701665941,0.0,0.8111111111111111,0.3285714285714286,-0.24952380952380954,0.8000000000000002
compas-recidivism,sklearn,DiCE,0.1171593739230706,6.586289317583113,0.0,0.7444444444444444,0.44761904761904764,-0.22666666666666666,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.3292759134423616,2.113705944064573,0.0,0.7666666666666666,0.6666666666666666,-0.3628571428571429,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.420167205437253,1.0968217207529523,0.0,0.8111111111111111,0.3642857142857143,-0.18214285714285716,0.7833333333333334
compas-recidivism,sklearn,DiCE,1.2399967836846095,0.23426581058204046,0.0,0.8,0.07619047619047618,-0.03809523809523809,0.7833333333333334
compas-recidivism,sklearn,DiCE,8.692991511139551,3.5503048581283085,0.0,0.7888888888888889,0.22666666666666666,-0.1180952380952381,0.8666666666666668
compas-recidivism,sklearn,DiCE,7.56829206016762,6.161049539380966,0.0,0.8111111111111111,0.10714285714285714,-0.05833333333333333,0.7833333333333334
compas-recidivism,sklearn,DiCE,1.5696396388661147,6.978281265126034,0.0,0.7888888888888889,0.047619047619047616,-0.023809523809523808,0.8333333333333334
compas-recidivism,sklearn,DiCE,0.15030900645056822,0.24658447214487378,0.0,0.8111111111111111,0.2423809523809523,-0.13547619047619044,0.7833333333333334
compas-recidivism,sklearn,DiCE,0.12315571723666023,0.4473636174621265,0.0,0.7777777777777778,0.10714285714285714,-0.05357142857142857,0.7833333333333334
compas-recidivism,sklearn,DiCE,0.59890036722543,0.34889766548903667,0.0,0.8444444444444444,0.06190476190476191,-0.030952380952380953,0.8666666666666666
compas-recidivism,sklearn,DiCE,4.544383960336017,0.5170191786366992,0.0,0.8333333333333334,0.45809523809523806,-0.23380952380952377,0.8000000000000002
compas-recidivism,sklearn,DiCE,0.3646439558980721,1.2172847081122433,0.0,0.7666666666666666,0.40095238095238095,-0.3861904761904762,0.8000000000000002
compas-recidivism,sklearn,DiCE,0.19135880487692303,4.02155452669029,0.0,0.8444444444444444,0.3547619047619048,-0.18404761904761907,0.7500000000000002
compas-recidivism,sklearn,DiCE,0.14096175149815865,9.413993046829944,0.0,0.8,0.2519047619047619,-0.12595238095238095,0.8166666666666668
compas-recidivism,sklearn,DiCE,3.5033984911586877,0.24970737145052724,0.0,0.8,0.09761904761904762,-0.04880952380952381,0.7833333333333334
