validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-2.2378738229930115,0.2537142857142857,3.7545802731503124,0.9432799999999999,0.5667800000000001,0.5635600000000001,0.56952,0.0,0.322205692239604,0.08632242958368055,0.13444641085571757,0.05722673843437815,0.05057437037448424,0.04826718156601367,0.054211317441799085,german-credit,TF2,DiCE-Ext,50
