validity_mean,proximity_mean,sparsity_mean,diversity_mean,robustness_mean,fidelity_1nn_0.5_mean,fidelity_1nn_1.0_mean,fidelity_1nn_2.0_mean,validity_sd,proximity_sd,sparsity_sd,diversity_sd,robustness_sd,fidelity_1nn_0.5_sd,fidelity_1nn_1.0_sd,fidelity_1nn_2.0_sd,dataset,backend,method,n
100.0,-2.77472540805644,0.14899999999999997,4.424616118821276,0.6044,0.56362,0.52876,0.4611999999999999,0.0,0.691674468997348,0.10618140042360698,0.4533554635532074,0.037263540204487126,0.08471823406843103,0.08215082197410083,0.08491099782136828,lending-club,PYT,DiCE-Ext,50
